,price($),age_of_car,model,Transmission,Mileage(miles),Exterior_Color,Interior_Color,Gas_mileage_comb(MPG),Engine,Drivetrain,Fuel_type,No._of_features,description_len
1364,21223,7,Kia,Automatic,22896,Blue,Black,22,I4,All-Wheel Drive,Gasoline,7,3756
1365,33588,5,Kia,Automatic,15849,Silver,Black,21,V6,All-Wheel Drive,Gasoline,12,3690
1366,36788,6,Kia,Automatic,27048,Red,Black,20,V6,All-Wheel Drive,Gasoline,11,3904
1367,13399,9,Mazda,Automatic,56814,Red,-1,34,I4,Front-Wheel Drive,Gasoline,4,2240
1368,16999,5,Volkswagen,Automatic,29571,White,Black,34,I4,Front-Wheel Drive,Gasoline,6,2299
1369,25450,6,GMC,Automatic,38753,White,-1,25,V8,Rear-Wheel Drive,Flex Fuel Vehicle,5,3460
1370,25899,11,Jeep,Manual,91331,-1,Black,18,V6,Four-Wheel Drive,Gasoline,5,2835
1371,25925,4,Chrysler,Automatic,42560,Black,-1,23,V6,Front-Wheel Drive,Gasoline,10,3517
1372,26750,7,Dodge,Automatic,24109,White,-1,21,V6,All-Wheel Drive,Gasoline,6,2870
1373,26750,6,Ford,Automatic,82539,Red,Black,18,V6,All-Wheel Drive,Gasoline,7,2494
1374,27925,5,Ford,Automatic,63654,Blue,Black,18,V6,All-Wheel Drive,Gasoline,4,2459
1375,29750,10,RAM,Automatic,101261,Black,-1,17,V8,Four-Wheel Drive,Gasoline,8,3609
1376,41750,7,Chevrolet,Automatic,93229,White,-1,25,-1,Four-Wheel Drive,-1,4,2799
1377,21991,16,Chevrolet,Automatic,110533,-1,Black,19,V8,Rear-Wheel Drive,Gasoline,3,2418
1378,31999,9,Jeep,Manual,70197,White,Black,25,-1,-1,-1,4,1697
1379,43999,7,Maserati,Automatic,26550,Gray,Black,19,V6,Rear-Wheel Drive,Gasoline,12,2568
1380,6891,10,Nissan,Automatic,65108,Black,Black,114,-1,Front-Wheel Drive,Electric,5,839
1381,13991,9,Ford,Automatic,60283,-1,-1,26,I4,Front-Wheel Drive,Gasoline,5,992
1382,17791,8,Honda,-1,66506,Silver,Black,35,I4,Front-Wheel Drive,Gasoline,7,1019
1383,18881,7,GMC,Automatic,70457,Black,-1,23,I4,All-Wheel Drive,Gasoline,8,1200
1384,24891,10,RAM,Automatic,154797,White,Black,17,V8,Four-Wheel Drive,Gasoline,13,878
1385,31891,7,Mercedes-Benz,Automatic,49628,Gray,Black,19,V6,All-Wheel Drive,Gasoline,11,1300
1386,34691,8,Chevrolet,Automatic,67027,White,-1,18,V8,Four-Wheel Drive,Gasoline,4,807
1387,38881,8,Land,Automatic,53097,White,Gray,19,V6,All-Wheel Drive,Gasoline,8,1181
1388,45691,4,Chevrolet,Automatic,9796,White,Black,25,V8,Four-Wheel Drive,Gasoline,7,869
1389,5488,20,GMC,Automatic,157860,Black,Silver,15,I6,Rear-Wheel Drive,Gasoline,11,967
1390,10859,13,Honda,Automatic,98805,-1,Black,25,I4,Front-Wheel Drive,Gasoline,6,1580
1391,11888,9,Chevrolet,Automatic,63508,Black,Gray,29,I4,Front-Wheel Drive,Gasoline,4,3026
1392,14888,12,Acura,Automatic,58514,Red,Black,26,I4,Front-Wheel Drive,Gasoline,10,1903
1393,15888,14,Ford,Automatic,105427,Black,-1,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,11,1654
1394,24888,11,GMC,Automatic,89014,White,Gray,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,15,4366
1395,32488,9,RAM,Automatic,80909,Black,Black,17,V8,Four-Wheel Drive,Gasoline,12,3666
1396,33888,9,RAM,Automatic,77014,Gray,Black,17,V8,Four-Wheel Drive,Gasoline,11,3502
1397,8750,15,Subaru,Manual,112125,Silver,White,23,H4,All-Wheel Drive,Gasoline,2,5219
1398,15980,8,Honda,-1,51055,Black,White,35,I4,Front-Wheel Drive,Gasoline,6,6957
1399,32980,6,Toyota,-1,5415,Gray,Black,32,I4,All-Wheel Drive,Hybrid,9,8749
1400,38854,6,Toyota,Automatic,16288,White,Black,19,V6,Four-Wheel Drive,Gasoline,6,7584
1401,40990,4,Toyota,Automatic,15402,Gray,Black,19,V6,Four-Wheel Drive,Gasoline,9,7533
1402,15995,5,Kia,Automatic,12812,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,3,4499
1403,19995,6,Nissan,-1,64510,Black,Black,25,V6,Front-Wheel Drive,Gasoline,7,5307
1404,22995,6,Nissan,-1,40530,Blue,Black,32,I4,All-Wheel Drive,Hybrid,10,5622
1405,38995,5,Chevrolet,Automatic,26760,Silver,Black,19,V8,Front-Wheel Drive,Gasoline,12,9244
1406,47852,5,Nissan,Automatic,3989,Silver,Black,25,V8,Four-Wheel Drive,Gasoline,10,6668
1407,5899,11,Hyundai,Manual,134367,Gray,-1,32,I4,Front-Wheel Drive,Gasoline,2,2032
1408,10999,13,Ford,Automatic,110011,-1,Gray,21,V6,All-Wheel Drive,Gasoline,5,2240
1409,12399,7,Kia,Automatic,69688,White,-1,27,I4,Front-Wheel Drive,Gasoline,3,2716
1410,14499,13,Chevrolet,Automatic,178296,Black,-1,17,V8,Four-Wheel Drive,Flex Fuel Vehicle,10,4252
1411,16499,5,Volkswagen,Automatic,25071,-1,-1,34,I4,Front-Wheel Drive,Gasoline,5,1985
1412,18899,5,Dodge,Automatic,38908,White,-1,14,V6,Front-Wheel Drive,Flex Fuel Vehicle,6,3112
1413,18899,4,Nissan,-1,2689,Black,-1,33,I4,Front-Wheel Drive,Gasoline,6,2832
1414,20399,4,Nissan,-1,29390,Black,-1,31,I4,Front-Wheel Drive,Gasoline,5,2745
1415,20999,4,Nissan,-1,35888,Black,-1,32,I4,Front-Wheel Drive,Gasoline,10,3309
1416,21249,6,Nissan,-1,29104,Silver,-1,29,I4,Front-Wheel Drive,Gasoline,6,2724
1417,22399,5,Chrysler,Automatic,43803,White,-1,22,V6,Front-Wheel Drive,Gasoline,10,3951
1418,27499,4,Hyundai,Automatic,12286,-1,-1,23,I4,All-Wheel Drive,Gasoline,7,2686
1419,27499,4,Hyundai,Automatic,14640,Gray,-1,23,I4,All-Wheel Drive,Gasoline,7,2694
1420,27499,4,Hyundai,Automatic,11616,Black,-1,23,I4,All-Wheel Drive,Gasoline,7,2694
1421,27999,4,Chevrolet,Automatic,35115,Black,-1,23,V6,Rear-Wheel Drive,Gasoline,5,3171
1422,31999,4,Toyota,Automatic,24674,Black,Black,28,I4,All-Wheel Drive,Gasoline,7,2857
1423,32999,4,Toyota,Automatic,31256,Silver,-1,22,V6,Front-Wheel Drive,Gasoline,9,3039
1424,35249,5,Lexus,Automatic,25430,Silver,Black,24,I4,All-Wheel Drive,Gasoline,4,2694
1425,47899,4,Land,Automatic,30488,Silver,Black,23,I4,All-Wheel Drive,Gasoline,8,2978
1426,15991,6,Hyundai,Automatic,65203,White,Gray,23,I4,Front-Wheel Drive,Gasoline,5,1993
1427,16991,10,Ford,Automatic,47520,White,-1,24,V6,Rear-Wheel Drive,Gasoline,9,1995
1428,24991,7,Toyota,Automatic,83766,Gray,Gray,25,I4,-1,Gasoline,1,1024
1429,27500,7,Alfa,Automatic,17223,White,Black,28,I4,Rear-Wheel Drive,Gasoline,12,3142
1430,31991,6,Ford,Automatic,36116,Black,Black,18,V6,All-Wheel Drive,Gasoline,16,2794
1431,40000,5,Toyota,Automatic,26163,White,Black,25,V6,-1,Gasoline,14,1888
1432,19500,9,Jeep,Automatic,82201,Black,Black,22,V6,Four-Wheel Drive,Gasoline,17,7200
1433,20900,11,RAM,Automatic,127443,White,Black,25,V8,Four-Wheel Drive,Gasoline,4,2460
1434,23500,10,RAM,Automatic,41213,Red,Black,25,V8,Front-Wheel Drive,Gasoline,3,2057
1435,23900,10,GMC,Automatic,71861,Silver,Black,19,V6,Four-Wheel Drive,Flex Fuel Vehicle,4,5268
1436,25800,8,Dodge,Automatic,52277,White,Black,20,V8,Rear-Wheel Drive,Gasoline,13,4542
1437,27900,7,GMC,Automatic,51938,Blue,Black,20,V6,Front-Wheel Drive,Flex Fuel Vehicle,1,2645
1438,29900,7,GMC,Automatic,71357,Blue,-1,18,V8,Four-Wheel Drive,Gasoline,8,3414
1439,29900,6,RAM,Automatic,24805,White,Black,19,V6,Four-Wheel Drive,Flex Fuel Vehicle,4,2859
1440,30500,9,Ford,Automatic,125175,Gray,Black,17,V8,Four-Wheel Drive,Flex Fuel Vehicle,14,3667
1441,31500,9,GMC,Automatic,38616,Black,Black,18,V8,Four-Wheel Drive,Gasoline,7,6643
1442,31500,6,RAM,Automatic,31788,Gray,Black,17,V8,Four-Wheel Drive,Gasoline,3,2645
1443,31500,9,Ford,Manual,39817,Gray,Black,19,V8,Rear-Wheel Drive,Gasoline,14,3889
1444,31500,8,Ford,Automatic,30767,Black,Black,19,V8,Rear-Wheel Drive,Gasoline,7,3682
1445,31800,8,RAM,Automatic,58130,Black,Black,17,V8,Four-Wheel Drive,Gasoline,3,2825
1446,31900,7,GMC,Automatic,32842,Black,-1,19,V6,Four-Wheel Drive,Flex Fuel Vehicle,2,4275
1447,32900,6,RAM,Automatic,37576,Black,Black,17,V8,Four-Wheel Drive,Gasoline,5,2476
1448,32900,6,RAM,Automatic,10333,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,4,3983
1449,33500,6,Chevrolet,Automatic,42107,Silver,Black,20,V6,Four-Wheel Drive,Gasoline,11,3060
1450,33800,9,RAM,Automatic,72694,White,Black,17,V8,Four-Wheel Drive,Gasoline,8,5474
1451,33880,8,RAM,Automatic,48126,White,Black,17,V8,Four-Wheel Drive,Gasoline,8,4198
1452,33900,9,RAM,Automatic,63068,-1,Black,17,V8,Four-Wheel Drive,Gasoline,21,6930
1453,34500,9,RAM,Automatic,68141,-1,Black,17,V8,Four-Wheel Drive,Gasoline,20,6174
1454,34500,6,Chevrolet,Automatic,59952,Silver,Black,23,I4,Four-Wheel Drive,Diesel,6,3104
1455,35800,5,RAM,Automatic,28125,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,7,2401
1456,35900,10,RAM,Automatic,103519,Black,Black,25,V8,Four-Wheel Drive,Gasoline,4,4746
1457,36900,7,Ford,Automatic,35662,Black,Black,20,V6,Four-Wheel Drive,Gasoline,11,3954
1458,36900,5,RAM,Automatic,47795,Blue,Black,25,V8,-1,Gasoline,6,3318
1459,37500,7,Nissan,Automatic,40693,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,18,3347
1460,37500,6,Ford,Automatic,35674,Silver,Gray,21,V6,Four-Wheel Drive,Gasoline,5,2434
1461,37500,5,RAM,Automatic,11846,Blue,Black,17,V8,Four-Wheel Drive,Gasoline,11,3218
1462,37900,7,RAM,Automatic,33958,Black,Black,17,V8,Four-Wheel Drive,Gasoline,16,3947
1463,38900,5,RAM,Automatic,6213,-1,Black,17,V8,Four-Wheel Drive,Gasoline,15,4565
1464,39500,7,RAM,Automatic,38126,White,Black,22,V6,Four-Wheel Drive,Biodiesel,18,5135
1465,40500,5,Toyota,Automatic,14533,White,Black,19,V6,Four-Wheel Drive,Gasoline,17,3659
1466,41900,5,Chevrolet,Automatic,13175,Blue,Black,16,V6,Four-Wheel Drive,Gasoline,13,3652
1467,41900,4,RAM,Automatic,5960,White,Black,17,V8,Four-Wheel Drive,Gasoline,5,3722
1468,42500,5,Chevrolet,Automatic,1580,Black,-1,17,V8,Four-Wheel Drive,Gasoline,9,3784
1469,42500,5,Chevrolet,Automatic,6261,Blue,-1,17,V8,Four-Wheel Drive,Gasoline,7,3735
1470,42500,6,RAM,Automatic,37303,Red,Black,17,V8,Four-Wheel Drive,Gasoline,7,3254
1471,42900,10,Jeep,Automatic,57108,White,Black,15,V8,Four-Wheel Drive,Gasoline,21,5922
1472,43500,6,RAM,Automatic,28995,White,Black,17,V8,Four-Wheel Drive,Gasoline,7,3854
1473,43900,7,Ford,Automatic,69749,Gray,-1,19,V6,Four-Wheel Drive,Gasoline,17,3998
1474,43900,6,RAM,Automatic,17906,-1,Black,17,V8,Four-Wheel Drive,Gasoline,11,4741
1475,44500,6,Ford,Automatic,16613,Gray,Black,19,V6,Four-Wheel Drive,Gasoline,13,4686
1476,45800,4,Chevrolet,Automatic,13345,Silver,Black,18,V8,Four-Wheel Drive,Gasoline,8,3141
1477,45800,11,Ford,Automatic,69458,Black,Black,13,V8,Four-Wheel Drive,Gasoline,15,3620
1478,47900,5,Toyota,Automatic,19094,Silver,Black,14,V8,Four-Wheel Drive,Gasoline,6,2551
1479,48500,7,GMC,Automatic,68862,White,Black,25,V8,Four-Wheel Drive,Gasoline,23,5933
1480,48850,6,Ford,Automatic,74517,White,Black,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,17,4119
1481,51500,4,RAM,Automatic,6428,Blue,Black,17,V8,Four-Wheel Drive,Gasoline,5,3321
1482,53500,7,GMC,Automatic,106252,White,Black,25,V8,Four-Wheel Drive,Biodiesel,23,5868
1483,53900,5,Ford,Automatic,24240,Gray,Black,18,V8,Four-Wheel Drive,Flex Fuel Vehicle,20,3722
1484,53900,4,RAM,Automatic,8134,Black,Black,17,V8,Four-Wheel Drive,Gasoline,9,4603
1485,53900,4,Chevrolet,Automatic,3079,Silver,Black,18,V8,Four-Wheel Drive,Gasoline,11,6697
1486,54900,8,Jeep,Automatic,10082,Red,Black,15,V8,Four-Wheel Drive,Gasoline,9,4638
1487,56200,6,Dodge,Automatic,29206,Black,Black,15,V8,All-Wheel Drive,Gasoline,21,4020
1488,59900,7,Jeep,Automatic,24329,Red,Black,15,V8,Four-Wheel Drive,Gasoline,17,4715
1489,65900,5,GMC,Automatic,48059,Black,Black,25,V8,Four-Wheel Drive,Biodiesel,27,5868
1490,66500,5,GMC,Automatic,45452,Silver,Black,25,V8,Four-Wheel Drive,Biodiesel,25,5858
1491,68200,5,Ford,Automatic,32300,Black,Black,25,V8,Four-Wheel Drive,Biodiesel,17,4208
1492,76500,5,Ford,Automatic,38358,Silver,Black,25,V8,Four-Wheel Drive,Biodiesel,20,4411
1493,6298,16,Lexus,Automatic,207073,-1,Black,22,V6,All-Wheel Drive,Gasoline,1,1068
1494,11974,11,Acura,Automatic,111834,Black,Black,26,I4,Front-Wheel Drive,Gasoline,3,2237
1495,18992,8,Audi,Automatic,18988,-1,-1,27,I4,Front-Wheel Drive,Gasoline,3,1044
1496,19991,11,Audi,Automatic,60692,Black,Black,22,V6,All-Wheel Drive,Gasoline,10,5549
1497,20996,10,Mercedes-Benz,Automatic,115952,-1,-1,22,V6,All-Wheel Drive,Diesel,3,1104
1498,22951,11,Land,Automatic,34837,Black,-1,23,I4,All-Wheel Drive,Gasoline,10,2655
1499,34981,6,Mercedes-Benz,Automatic,19912,White,Black,24,I4,All-Wheel Drive,Gasoline,6,2481
1500,35491,7,Mercedes-Benz,Automatic,23922,Black,Black,25,I4,All-Wheel Drive,Gasoline,3,2961
1501,36484,6,Mercedes-Benz,Automatic,5306,Black,Black,24,I4,All-Wheel Drive,Gasoline,7,2561
1502,36991,7,Mercedes-Benz,Automatic,22500,Black,Black,19,V6,All-Wheel Drive,Gasoline,8,3688
1503,38798,5,Mercedes-Benz,Automatic,16570,Black,Black,55,I4,All-Wheel Drive,Gasoline,1,1792
1504,42498,8,Chevrolet,Automatic,64035,White,Black,18,V8,Four-Wheel Drive,Flex Fuel Vehicle,12,7923
1505,47992,8,Chevrolet,Automatic,32818,-1,Black,21,V8,Rear-Wheel Drive,Gasoline,4,3753
1506,13791,14,Lexus,Automatic,108153,Silver,-1,21,V6,Rear-Wheel Drive,Gasoline,4,3156
1507,29898,4,Subaru,Manual,6264,Silver,Black,24,H4,Rear-Wheel Drive,Gasoline,9,5388
1508,32172,5,INFINITI,-1,19541,Blue,Gray,26,I4,All-Wheel Drive,Gasoline,10,5395
1509,32707,5,INFINITI,-1,29139,White,-1,26,I4,All-Wheel Drive,Gasoline,13,5086
1510,33798,5,INFINITI,-1,20458,Gray,Black,26,I4,All-Wheel Drive,Gasoline,14,6432
1511,35620,5,INFINITI,-1,18628,Blue,-1,26,I4,All-Wheel Drive,Gasoline,12,7951
1512,38898,5,Toyota,Automatic,26295,Gray,Black,18,V6,Four-Wheel Drive,Gasoline,9,3445
1513,44898,4,INFINITI,Automatic,7661,Silver,Black,22,V6,All-Wheel Drive,Gasoline,13,6486
1514,9301,10,Ford,Automatic,62013,Gray,Black,25,I4,Front-Wheel Drive,Flex Fuel Vehicle,4,2724
1515,9349,12,Honda,Automatic,107142,Silver,-1,32,I4,Front-Wheel Drive,Gasoline,1,2703
1516,13671,9,Toyota,-1,115980,White,Black,39,I4,Front-Wheel Drive,Hybrid,3,2699
1517,19283,5,Honda,-1,20287,Blue,Gray,33,I4,Front-Wheel Drive,Gasoline,3,3349
1518,22739,4,Honda,-1,5172,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,6,3695
1519,24057,6,Honda,-1,28991,Gray,Black,33,I4,Front-Wheel Drive,Gasoline,8,4540
1520,26619,6,Honda,-1,29786,Gray,Gray,29,I4,All-Wheel Drive,Gasoline,8,3739
1521,27058,4,Honda,-1,380,Black,Black,31,I4,Front-Wheel Drive,Gasoline,6,3794
1522,31396,6,Honda,-1,5470,Blue,Gray,29,I4,All-Wheel Drive,Gasoline,9,4661
1523,31996,5,Honda,-1,10051,Black,Black,29,I4,All-Wheel Drive,Gasoline,10,4463
1524,34215,5,Honda,Automatic,21697,Black,Black,21,V6,All-Wheel Drive,Gasoline,12,3811
1525,34963,5,GMC,Automatic,11690,-1,Black,20,V6,Four-Wheel Drive,Gasoline,11,3742
1526,9987,7,Hyundai,Automatic,118439,Blue,Gray,33,I4,Front-Wheel Drive,Gasoline,8,3567
1527,11246,8,Kia,Automatic,56328,White,Gray,31,I4,Front-Wheel Drive,Gasoline,3,3227
1528,11634,7,Nissan,-1,73006,-1,Black,32,I4,Front-Wheel Drive,Gasoline,3,3646
1529,11652,11,GMC,Automatic,105223,White,Black,26,I4,Front-Wheel Drive,Gasoline,10,4086
1530,11832,7,Kia,Manual,53584,Black,Gray,29,I4,Front-Wheel Drive,Gasoline,2,3159
1531,13000,7,Hyundai,Automatic,77745,Black,Gray,32,I4,Front-Wheel Drive,Gasoline,10,4018
1532,14564,9,Hyundai,Automatic,67721,Blue,Black,28,I4,Front-Wheel Drive,Gasoline,9,4369
1533,16987,6,Hyundai,Automatic,21284,-1,Black,57,I4,Front-Wheel Drive,Hybrid,5,4107
1534,18363,7,Jeep,Automatic,29666,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,4,4268
1535,19326,5,Hyundai,Automatic,13092,Red,Gray,28,I4,Front-Wheel Drive,Gasoline,7,4288
1536,20772,4,Kia,Automatic,24929,Gray,Black,23,I4,All-Wheel Drive,Gasoline,5,3757
1537,22616,6,Nissan,-1,31307,White,-1,28,I4,All-Wheel Drive,Gasoline,11,4334
1538,30189,5,Dodge,Automatic,38750,Gray,Black,21,V6,All-Wheel Drive,Gasoline,7,4068
1539,33522,6,Jeep,Automatic,58056,Blue,Black,17,V8,Four-Wheel Drive,Gasoline,13,4715
1540,38874,4,Jeep,Automatic,27389,White,Black,19,V6,Four-Wheel Drive,Gasoline,4,3585
1541,42906,5,RAM,Automatic,16685,Silver,Black,25,-1,Four-Wheel Drive,-1,8,4121
1542,7098,12,Nissan,-1,87135,Silver,-1,30,I4,Front-Wheel Drive,Gasoline,1,1356
1543,9687,9,Kia,Automatic,77850,Black,Gray,31,I4,Front-Wheel Drive,Gasoline,4,3467
1544,11897,11,Volkswagen,Automatic,37690,Silver,Black,26,I5,Front-Wheel Drive,Gasoline,3,1819
1545,19694,9,Mercedes-Benz,Automatic,68317,Black,Black,27,I4,All-Wheel Drive,Gasoline,5,1954
1546,20989,9,Honda,-1,48218,-1,Black,29,I4,All-Wheel Drive,Gasoline,7,4189
1547,22897,5,Honda,-1,11913,White,Black,36,I4,Front-Wheel Drive,Gasoline,10,2083
1548,27224,7,Audi,Automatic,23236,Silver,Black,27,I4,All-Wheel Drive,Gasoline,13,2982
1549,28853,5,Jaguar,Automatic,29246,Black,Black,27,I4,All-Wheel Drive,Gasoline,5,2174
1550,31440,6,Audi,Automatic,17522,Blue,Gray,28,I4,All-Wheel Drive,Gasoline,13,3118
1551,41488,5,Chevrolet,Automatic,12660,White,Black,25,V8,-1,Gasoline,4,4188
1552,8988,11,Ford,Automatic,47716,Blue,-1,25,-1,Front-Wheel Drive,Electric,4,4819
1553,17988,7,Volkswagen,Automatic,23625,White,-1,25,I4,Front-Wheel Drive,Gasoline,1,5824
1554,18988,5,Volkswagen,Automatic,3962,Black,-1,25,I4,Front-Wheel Drive,Gasoline,1,4535
1555,21988,6,Subaru,-1,27320,Gray,Black,32,H4,All-Wheel Drive,Gasoline,5,6421
1556,7150,14,Nissan,-1,97167,Black,Black,27,I4,Front-Wheel Drive,Gasoline,1,1664
1557,13995,9,Nissan,-1,94032,Gray,Black,28,I4,All-Wheel Drive,Gasoline,2,1555
1558,16910,6,Nissan,Automatic,22671,Silver,Black,113,-1,Front-Wheel Drive,Electric,2,1537
1559,17781,6,Nissan,Automatic,17460,Blue,Black,113,-1,Front-Wheel Drive,Electric,3,1637
1560,17981,5,Nissan,Automatic,15295,Silver,Black,112,-1,Front-Wheel Drive,Electric,6,1747
1561,18997,6,Nissan,-1,46843,-1,Black,28,I4,Front-Wheel Drive,Gasoline,4,1626
1562,19991,9,Mercedes-Benz,Automatic,55962,Silver,Black,29,I4,Rear-Wheel Drive,Gasoline,9,2430
1563,20798,4,Ford,Automatic,33358,Silver,Black,24,I4,All-Wheel Drive,Gasoline,12,2258
1564,21995,6,Nissan,-1,10830,White,Black,29,I4,Front-Wheel Drive,Gasoline,7,1869
1565,27990,6,Chevrolet,Automatic,18184,White,-1,25,V8,Rear-Wheel Drive,Flex Fuel Vehicle,5,1825
1566,29997,6,Audi,Automatic,52822,Blue,-1,25,I4,All-Wheel Drive,Gasoline,8,2425
1567,31991,9,Ford,Automatic,61565,Black,Gray,17,V8,Four-Wheel Drive,Flex Fuel Vehicle,4,2128
1568,37700,4,Volvo,Automatic,11347,Gray,Black,26,I4,All-Wheel Drive,Gasoline,9,2700
1569,55910,5,Cadillac,-1,49394,Black,Black,17,V8,Four-Wheel Drive,Gasoline,14,3398
1570,15495,7,Hyundai,Automatic,91821,Gray,Gray,22,I4,All-Wheel Drive,Gasoline,3,2021
1571,17495,8,Hyundai,Automatic,87590,Silver,Black,25,I4,All-Wheel Drive,Gasoline,9,3457
1572,17995,4,Kia,-1,10847,Gray,Black,29,I4,Front-Wheel Drive,Gasoline,4,2128
1573,10264,7,Chevrolet,-1,22437,Black,Black,33,I4,Front-Wheel Drive,Gasoline,4,1731
1574,10506,18,Toyota,Automatic,303558,Silver,-1,25,V8,Four-Wheel Drive,Gasoline,4,1184
1575,13292,6,Kia,Automatic,47226,White,Black,32,I4,Front-Wheel Drive,Gasoline,2,1635
1576,13856,25,Ford,Automatic,109655,-1,-1,25,V8,Rear-Wheel Drive,Diesel,1,779
1577,19900,8,Cadillac,Automatic,94796,Gray,-1,19,V6,All-Wheel Drive,Gasoline,12,3531
1578,21979,10,Jaguar,Automatic,61003,White,-1,19,V6,All-Wheel Drive,Gasoline,6,2137
1579,23911,7,INFINITI,Automatic,32533,Red,-1,25,I4,All-Wheel Drive,Gasoline,14,2169
1580,29226,7,Buick,Automatic,42285,-1,-1,25,V6,All-Wheel Drive,Gasoline,14,3256
1581,33704,6,INFINITI,-1,27256,White,-1,22,V6,All-Wheel Drive,Gasoline,13,2649
1582,34890,7,Jeep,Manual,37224,-1,Black,18,V6,Four-Wheel Drive,Gasoline,4,1857
1583,41612,6,RAM,Automatic,21796,Black,Black,17,V8,Four-Wheel Drive,Gasoline,8,3102
1584,56875,4,Ford,Automatic,10944,Silver,Black,18,V6,Four-Wheel Drive,Gasoline,20,4430
1585,59995,4,Lincoln,Automatic,11280,White,Black,20,V6,All-Wheel Drive,Gasoline,10,2797
1586,6988,18,Audi,-1,109318,Silver,-1,25,V6,All-Wheel Drive,Gasoline,2,7024
1587,7488,13,Hyundai,Automatic,79338,Blue,Gray,25,I4,Front-Wheel Drive,Gasoline,1,5679
1588,8488,11,Ford,-1,41377,Red,-1,25,I4,Front-Wheel Drive,Flex Fuel Vehicle,3,6340
1589,9988,9,MINI,-1,84833,Blue,-1,25,I3,Front-Wheel Drive,Gasoline,2,8232
1590,12988,11,Subaru,-1,132583,-1,Black,25,H4,All-Wheel Drive,Gasoline,3,8208
1591,13988,10,Audi,Automatic,95480,White,-1,25,I4,All-Wheel Drive,Flex Fuel Vehicle,2,9363
1592,5999,13,Scion,Automatic,168231,White,Gray,24,I4,Front-Wheel Drive,Gasoline,1,3018
1593,5999,19,Toyota,Automatic,210931,Silver,White,25,V6,-1,Gasoline,3,1337
1594,5999,14,Mazda,Automatic,177476,Black,Black,25,-1,Front-Wheel Drive,-1,3,3092
1595,6499,12,Mazda,Automatic,135214,-1,Black,24,I4,Front-Wheel Drive,Gasoline,1,3622
1596,7500,13,Hyundai,Automatic,116932,Silver,-1,27,I4,Front-Wheel Drive,Gasoline,5,3284
1597,7999,10,Nissan,Automatic,44961,Silver,-1,114,-1,Front-Wheel Drive,Electric,5,4823
1598,9599,12,Hyundai,Automatic,101987,-1,Black,25,I4,Front-Wheel Drive,Gasoline,3,4460
1599,11500,17,Chevrolet,Automatic,174567,Red,-1,16,V8,Four-Wheel Drive,Flex Fuel Vehicle,6,3684
1600,11999,18,Mercedes-Benz,Automatic,78426,Blue,Black,21,V6,Rear-Wheel Drive,Gasoline,3,2739
1601,17886,10,BMW,Automatic,94485,White,Black,36,I4,All-Wheel Drive,Diesel,4,2564
1602,21898,6,BMW,Automatic,36170,Black,Black,27,I4,All-Wheel Drive,Gasoline,5,739
1603,24499,8,Ford,Automatic,83126,Silver,Black,19,V6,All-Wheel Drive,Gasoline,4,3034
1604,24866,6,BMW,Automatic,20738,White,-1,27,I4,All-Wheel Drive,Gasoline,1,1508
