,price($),age_of_car,model,Transmission,Mileage(miles),Exterior_Color,Interior_Color,Gas_mileage_comb(MPG),Engine,Drivetrain,Fuel_type,No._of_features,description_len
264,10000,10,Scion,Manual,67532,White,-1,24,I4,Front-Wheel Drive,Gasoline,3,3326
265,82995,4,Land,Automatic,3155,Silver,Black,17,V8,All-Wheel Drive,Gasoline,4,1987
266,14994,5,Nissan,-1,31738,White,Black,28,I4,Front-Wheel Drive,Gasoline,4,851
267,26646,6,Jeep,Automatic,30072,Silver,Black,22,V6,Front-Wheel Drive,Gasoline,9,3119
268,31950,5,Ford,Automatic,28954,Gray,Gray,19,V8,Front-Wheel Drive,Flex Fuel Vehicle,7,2384
269,42998,5,Chevrolet,Automatic,23028,-1,Black,18,V8,Four-Wheel Drive,Gasoline,5,1579
270,35500,7,GMC,Automatic,45908,Black,Black,19,V8,Front-Wheel Drive,Flex Fuel Vehicle,8,3553
271,35698,6,Mercedes-Benz,Automatic,14099,Blue,Black,25,I4,Rear-Wheel Drive,Gasoline,20,4232
272,26800,9,Ford,Automatic,121204,White,-1,25,-1,Four-Wheel Drive,-1,2,896
273,33300,4,BMW,Automatic,4602,White,Black,27,I4,All-Wheel Drive,Gasoline,6,1471
274,24991,5,Lexus,-1,25934,-1,-1,32,I4,Front-Wheel Drive,Gasoline,5,2518
275,17100,9,Honda,Automatic,68689,White,White,26,V6,Front-Wheel Drive,Gasoline,6,2778
276,147500,8,Porsche,Automatic,2526,Black,Black,17,H6,Rear-Wheel Drive,Gasoline,5,2087
277,24991,7,Lexus,Automatic,17973,Gray,Black,26,I4,Rear-Wheel Drive,Gasoline,2,1990
278,30999,6,BMW,Automatic,1108,Red,-1,28,I4,Rear-Wheel Drive,Gasoline,6,2155
279,29235,5,Audi,Automatic,25538,White,Black,24,I4,All-Wheel Drive,Gasoline,7,4827
280,17450,4,Toyota,-1,42682,Silver,Black,36,I4,Front-Wheel Drive,Gasoline,5,2435
281,10745,8,Nissan,Automatic,92652,Gray,Black,29,I4,Front-Wheel Drive,Gasoline,3,746
282,18595,11,Toyota,-1,79816,Silver,-1,28,V6,All-Wheel Drive,Hybrid,6,2928
283,34975,6,Lexus,Automatic,24719,White,-1,22,V6,Front-Wheel Drive,Gasoline,17,4441
284,15999,5,Toyota,-1,32016,Gray,-1,31,I4,Front-Wheel Drive,Gasoline,2,2514
285,34950,5,Lexus,Automatic,14944,Blue,Black,26,V6,Front-Wheel Drive,Gasoline,11,3922
286,26498,4,Volkswagen,Automatic,10849,Blue,Black,23,I4,All-Wheel Drive,Gasoline,9,3423
287,53998,3,Lexus,Automatic,4786,Gray,-1,16,V8,All-Wheel Drive,Gasoline,12,2630
288,8995,10,Honda,Automatic,186923,-1,Black,25,V6,Front-Wheel Drive,Gasoline,3,5202
289,19996,6,MINI,Automatic,35071,Black,Black,27,I4,Front-Wheel Drive,Gasoline,5,2417
290,31999,6,Mercedes-Benz,Automatic,18086,Gray,-1,24,I4,All-Wheel Drive,Gasoline,4,2543
291,25998,4,Acura,Automatic,8023,Black,-1,28,I4,Front-Wheel Drive,Gasoline,8,2171
292,12497,9,Mazda,Automatic,48952,Gray,Black,34,I4,Front-Wheel Drive,Gasoline,8,4044
293,13995,7,Chevrolet,Automatic,42743,Blue,Gray,25,-1,Front-Wheel Drive,Electric,5,2120
294,218900,6,Ferrari,Automatic,9329,-1,-1,25,V12,All-Wheel Drive,Gasoline,6,1123
295,18988,5,Honda,Manual,16300,Silver,-1,29,I4,Front-Wheel Drive,Gasoline,7,3425
296,47657,4,Cadillac,Automatic,6061,-1,-1,20,V6,Four-Wheel Drive,Gasoline,3,2042
297,17599,6,Jeep,Automatic,76003,Silver,Black,25,I4,Four-Wheel Drive,Gasoline,5,2580
298,22620,4,Jeep,Automatic,30761,White,Black,25,I4,Four-Wheel Drive,Gasoline,7,3302
299,9950,6,Kia,Automatic,82374,Silver,Black,27,I4,Front-Wheel Drive,Gasoline,5,4044
300,26975,7,Lexus,Automatic,56965,Silver,Gray,25,V6,-1,Gasoline,4,4437
301,18887,6,BMW,Automatic,20122,Black,Gray,109,I2,Rear-Wheel Drive,Gasoline,6,2438
302,8999,11,Lexus,Automatic,131041,Gray,-1,41,I4,Front-Wheel Drive,Hybrid,5,2175
303,14050,7,Volkswagen,Automatic,27042,Black,Black,21,I4,Front-Wheel Drive,Gasoline,5,2270
304,17388,5,Honda,Automatic,23030,Silver,Black,33,I4,Front-Wheel Drive,Gasoline,2,4349
305,20675,5,Chrysler,Automatic,28970,White,Black,23,V6,Rear-Wheel Drive,Gasoline,22,2733
306,14596,14,Dodge,Automatic,152289,Gray,Gray,15,V8,Four-Wheel Drive,Gasoline,6,4108
307,17828,12,Toyota,Automatic,158026,Silver,Gray,18,V6,Front-Wheel Drive,Gasoline,7,995
308,35196,5,Honda,Automatic,17250,Black,Black,21,V6,All-Wheel Drive,Gasoline,12,4681
309,21975,5,Ford,-1,39410,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,10,4379
310,22619,4,Mazda,Automatic,31167,Silver,Black,26,I4,All-Wheel Drive,Gasoline,15,2063
311,35950,6,Ford,Automatic,22605,Blue,Black,18,V6,All-Wheel Drive,Gasoline,13,3861
312,80985,6,Land,Automatic,28239,Blue,White,18,V8,All-Wheel Drive,Gasoline,4,1414
313,15795,9,Ford,Automatic,49272,Black,Black,24,I4,Front-Wheel Drive,Gasoline,7,5599
314,9999,12,Toyota,Automatic,96731,Black,Black,29,I4,Front-Wheel Drive,Gasoline,2,761
315,22297,4,Ford,Automatic,37021,White,-1,24,I4,Front-Wheel Drive,Gasoline,3,321
316,15995,6,Buick,Automatic,20122,Red,Black,25,I4,Front-Wheel Drive,Gasoline,4,2221
317,20997,5,Chevrolet,Automatic,54220,White,-1,25,V6,Rear-Wheel Drive,Gasoline,3,353
318,23350,7,Lexus,Automatic,26010,Silver,Silver,26,I4,Rear-Wheel Drive,Gasoline,4,2922
319,18940,8,Nissan,Automatic,50570,Gray,-1,25,V6,Front-Wheel Drive,Gasoline,1,1718
320,29999,11,GMC,Automatic,109605,White,-1,25,V8,-1,Diesel,3,2169
321,22900,5,Chevrolet,Automatic,26026,Gray,Black,25,-1,Rear-Wheel Drive,-1,4,1348
322,19900,5,Honda,-1,48000,Gray,-1,35,I4,Front-Wheel Drive,Gasoline,6,4241
323,22000,4,Ford,Automatic,23852,-1,Black,29,I3,Front-Wheel Drive,Gasoline,8,2805
324,15350,4,Kia,Automatic,27439,Blue,Black,33,I4,Front-Wheel Drive,Gasoline,4,2479
325,18488,3,Toyota,Manual,6456,Black,Black,32,I4,Front-Wheel Drive,Gasoline,7,4107
326,17250,9,Lexus,Automatic,72086,Silver,Black,25,V6,Rear-Wheel Drive,Gasoline,1,3426
327,9895,9,Kia,Automatic,86799,White,Black,37,I4,Front-Wheel Drive,Hybrid,2,1971
328,20791,4,Jeep,Automatic,8216,Red,Black,26,I4,Front-Wheel Drive,Gasoline,8,6179
329,26975,7,BMW,Automatic,63591,White,Black,21,I6,Rear-Wheel Drive,Gasoline,11,4974
330,22993,7,BMW,Automatic,21876,Red,-1,27,I4,Rear-Wheel Drive,Gasoline,2,2648
331,29888,5,Ford,Automatic,9176,White,Black,25,I4,-1,Gasoline,8,4085
332,42998,4,Jeep,Automatic,13988,-1,Black,21,I4,Four-Wheel Drive,Gasoline,7,4111
333,20299,6,Chrysler,Automatic,31838,White,Black,22,V6,All-Wheel Drive,Gasoline,8,3488
334,26495,3,Chevrolet,Automatic,2500,-1,Black,21,I4,Front-Wheel Drive,Gasoline,3,2608
335,75998,5,Mercedes-Benz,Automatic,12498,Black,Black,21,V8,Rear-Wheel Drive,Gasoline,10,1868
336,44999,11,Mercedes-Benz,Automatic,53884,Silver,Black,18,V8,Rear-Wheel Drive,Gasoline,19,1589
337,40998,4,Kia,Automatic,54271,White,Black,22,V6,Front-Wheel Drive,Gasoline,11,2668
338,7995,10,Chevrolet,Automatic,101182,Black,Gray,29,I4,Front-Wheel Drive,Gasoline,2,1508
339,79990,6,Land,Automatic,11361,Gray,-1,19,V6,All-Wheel Drive,Gasoline,9,2452
340,14994,5,Nissan,-1,32270,Silver,Black,33,I4,Front-Wheel Drive,Gasoline,5,1046
341,28377,5,Lexus,Automatic,16628,Silver,Black,24,I4,Front-Wheel Drive,Gasoline,10,5681
342,16950,7,Toyota,-1,45288,Silver,-1,52,I4,Front-Wheel Drive,Hybrid,6,2441
343,32155,4,Mazda,Automatic,29095,White,Black,22,I4,All-Wheel Drive,Gasoline,14,4097
344,17498,6,Nissan,-1,29792,White,-1,29,I4,Front-Wheel Drive,Gasoline,8,3897
345,42777,6,Land,Automatic,28814,Silver,Gray,23,I4,All-Wheel Drive,Gasoline,7,2086
346,13900,8,Ford,Automatic,117610,White,-1,23,I4,All-Wheel Drive,Gasoline,15,1357
347,30991,6,Lexus,-1,22095,Red,-1,31,I4,All-Wheel Drive,Hybrid,8,3527
348,29888,6,Jaguar,Automatic,38385,Blue,-1,29,I4,All-Wheel Drive,Diesel,6,1830
349,29999,3,Hyundai,Automatic,2658,Black,Black,23,I4,All-Wheel Drive,Gasoline,7,2274
350,24795,7,Ford,Automatic,38887,Black,Black,20,V6,Front-Wheel Drive,Gasoline,9,4517
351,22399,5,Chrysler,Automatic,31809,Gray,Black,22,V6,All-Wheel Drive,Gasoline,11,3335
352,17226,5,Honda,Manual,23180,Silver,Black,29,I4,Front-Wheel Drive,Gasoline,3,2124
353,9997,9,Honda,Automatic,98616,Black,Black,34,I4,Front-Wheel Drive,Gasoline,2,3524
354,5958,17,Toyota,Automatic,172854,White,Gray,22,V6,Front-Wheel Drive,Gasoline,2,306
355,21999,7,Toyota,Automatic,77274,Gray,-1,23,V6,Front-Wheel Drive,Gasoline,3,1799
356,17791,5,Honda,-1,14199,Black,Black,33,I4,Front-Wheel Drive,Gasoline,2,1617
357,17995,5,Honda,-1,10942,Gray,Black,33,I4,Front-Wheel Drive,Gasoline,4,3202
358,11995,8,Chevrolet,Automatic,65676,Gray,Black,26,I4,Front-Wheel Drive,Gasoline,4,4320
359,59222,5,Ford,Automatic,19247,Silver,Gray,25,V8,Four-Wheel Drive,Biodiesel,5,1972
360,55000,5,Land,Automatic,45470,Black,Black,19,V6,All-Wheel Drive,Gasoline,8,4331
361,15497,4,Mitsubishi,Automatic,34467,Black,Black,27,I4,Front-Wheel Drive,Gasoline,3,362
362,27591,4,Toyota,Automatic,7595,-1,Red,29,I4,All-Wheel Drive,Gasoline,5,2102
363,11985,15,Chevrolet,Automatic,169276,Gray,Black,16,V8,Front-Wheel Drive,Flex Fuel Vehicle,7,11591
364,15597,4,Mitsubishi,Automatic,33021,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,3,362
365,44688,4,RAM,Automatic,30420,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,3,2831
366,11488,10,Toyota,Automatic,98086,Silver,Black,29,I4,Front-Wheel Drive,Gasoline,4,1634
367,8975,7,Nissan,-1,91601,White,Black,32,I4,Front-Wheel Drive,Gasoline,7,4062
368,40998,6,Chevrolet,Automatic,37035,Silver,Black,19,V8,Front-Wheel Drive,Gasoline,11,1891
369,44998,4,BMW,Automatic,22152,Black,Red,25,I6,Rear-Wheel Drive,Gasoline,10,1808
370,10975,5,Nissan,-1,38008,Gray,Black,34,I4,Front-Wheel Drive,Gasoline,2,2788
371,22995,5,Kia,Automatic,19207,White,Black,25,I4,Front-Wheel Drive,Gasoline,10,2165
372,14495,6,Volkswagen,Automatic,13991,Black,-1,32,I4,Front-Wheel Drive,Gasoline,7,911
373,45998,6,Toyota,Automatic,30272,-1,Black,14,V8,Four-Wheel Drive,Gasoline,9,1760
374,31991,5,Lexus,Automatic,21176,Silver,Red,24,I4,All-Wheel Drive,Gasoline,1,2950
375,10885,11,Toyota,Automatic,94786,Gray,Black,29,I4,Front-Wheel Drive,Gasoline,4,1501
376,63885,7,Land,Automatic,29402,Black,Black,16,V8,All-Wheel Drive,Gasoline,8,1884
377,65498,6,Porsche,Automatic,30543,Black,-1,24,V6,Rear-Wheel Drive,Gasoline,15,2746
378,10800,8,Hyundai,Automatic,83632,White,Gray,31,I4,Front-Wheel Drive,Gasoline,4,1023
379,23980,7,Toyota,Automatic,19173,Gray,Gray,25,I4,Front-Wheel Drive,Gasoline,11,1237
380,16999,7,Toyota,Automatic,22000,-1,Black,28,I4,Front-Wheel Drive,Gasoline,5,589
381,43998,6,Mercedes-Benz,Automatic,16857,Black,Black,23,V6,All-Wheel Drive,Gasoline,7,1767
382,17715,4,Chevrolet,-1,32871,Silver,Black,32,I4,Front-Wheel Drive,Gasoline,7,3230
383,11200,8,Nissan,Automatic,72182,White,Black,32,I4,Front-Wheel Drive,Gasoline,1,838
384,15995,8,Honda,Automatic,69088,White,Black,30,I4,Front-Wheel Drive,Gasoline,10,2055
385,17494,4,Nissan,-1,31984,Black,Black,29,I4,Front-Wheel Drive,Gasoline,6,1048
386,17488,4,Nissan,-1,32103,White,Black,29,I4,Front-Wheel Drive,Gasoline,6,1072
387,31095,6,Toyota,Automatic,42137,Silver,Black,21,V6,Front-Wheel Drive,Gasoline,3,5272
388,9591,12,Honda,Automatic,96758,White,White,25,I4,Front-Wheel Drive,Gasoline,2,1989
389,17995,6,Mazda,Automatic,26197,White,Black,31,I4,Front-Wheel Drive,Gasoline,12,3899
390,32988,6,BMW,Automatic,33087,Black,-1,21,I6,Rear-Wheel Drive,Gasoline,29,8539
391,21888,6,Toyota,Automatic,21185,Gray,-1,26,I4,Front-Wheel Drive,Gasoline,5,2774
392,11980,10,Honda,Automatic,103000,Silver,Gray,34,I4,Front-Wheel Drive,Gasoline,4,1094
393,10300,13,Toyota,Automatic,118783,-1,Gray,25,V6,-1,Gasoline,4,2204
394,12499,7,Hyundai,Automatic,18509,White,-1,33,I4,Front-Wheel Drive,Gasoline,3,782
395,13900,8,Lincoln,Automatic,124333,-1,-1,21,V6,Front-Wheel Drive,Gasoline,9,1746
396,6999,21,Mercedes-Benz,Automatic,83869,Silver,Gray,20,V6,Rear-Wheel Drive,Gasoline,2,1976
397,25777,6,BMW,Automatic,38026,Black,Black,28,I4,Rear-Wheel Drive,Gasoline,5,1844
398,20999,8,Mazda,Automatic,32100,White,-1,24,I4,Front-Wheel Drive,Gasoline,12,574
399,32679,5,Nissan,-1,3219,-1,-1,23,V6,Front-Wheel Drive,Gasoline,12,2764
400,14995,10,Toyota,Automatic,73768,Silver,Black,27,I4,Front-Wheel Drive,Gasoline,6,4774
401,30995,8,Porsche,Automatic,74210,Blue,-1,19,V6,All-Wheel Drive,Gasoline,22,6745
402,11995,7,Kia,Automatic,23382,White,Gray,28,I4,Front-Wheel Drive,Gasoline,2,1481
403,34998,6,Mercedes-Benz,Automatic,17323,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,19,2861
404,19500,11,Ford,Automatic,98368,White,Gray,17,V8,Front-Wheel Drive,Flex Fuel Vehicle,8,3834
405,17715,4,Chevrolet,-1,33706,White,Black,32,I4,Front-Wheel Drive,Gasoline,7,3230
406,44995,8,BMW,Automatic,63505,Black,Black,16,V8,All-Wheel Drive,Gasoline,4,1488
407,27998,5,Lexus,Automatic,14263,Silver,Gray,32,I4,Front-Wheel Drive,Gasoline,6,1664
408,25875,6,Chevrolet,Automatic,80782,-1,Black,20,V6,Four-Wheel Drive,Gasoline,7,2611
409,22499,4,Mazda,Automatic,28440,White,Black,26,I4,All-Wheel Drive,Gasoline,8,2676
410,14994,5,Hyundai,Automatic,31687,Gray,Black,29,I4,Front-Wheel Drive,Gasoline,6,2245
411,11950,9,Honda,-1,61297,Silver,Gray,34,I4,Front-Wheel Drive,Gasoline,2,1866
412,25020,4,Nissan,-1,32669,Black,Black,23,V6,Front-Wheel Drive,Gasoline,11,2573
413,18995,6,Toyota,Automatic,43936,Gray,Black,32,I4,Front-Wheel Drive,Gasoline,3,1525
414,12995,11,Toyota,Automatic,81055,Red,Gray,25,V6,Front-Wheel Drive,Gasoline,4,492
415,9900,8,Hyundai,Automatic,110050,Red,White,29,I4,Front-Wheel Drive,Gasoline,4,1053
416,27788,4,Audi,Automatic,5305,White,Black,25,I4,Front-Wheel Drive,Gasoline,10,3699
417,23951,4,Honda,-1,34586,-1,Black,31,I4,Front-Wheel Drive,Gasoline,4,1323
418,15399,9,BMW,Automatic,99720,Gray,-1,24,I6,Rear-Wheel Drive,Gasoline,7,1512
419,33400,4,Honda,Automatic,9810,Silver,Gray,22,V6,Front-Wheel Drive,Gasoline,3,838
420,34999,6,Honda,Automatic,22731,White,Black,22,V6,All-Wheel Drive,Gasoline,9,2843
421,17500,7,FIAT,Manual,17226,-1,Black,30,I4,Rear-Wheel Drive,Gasoline,4,2244
422,29996,6,BMW,Automatic,26848,Gray,Black,28,I4,Rear-Wheel Drive,Gasoline,10,3165
423,28991,5,Lexus,Automatic,13861,White,-1,24,I4,Front-Wheel Drive,Gasoline,1,4525
424,6499,17,Toyota,Automatic,97210,White,Gray,25,I4,Front-Wheel Drive,Gasoline,2,291
425,22499,4,Mazda,Automatic,28605,Silver,Black,26,I4,All-Wheel Drive,Gasoline,8,2573
426,15975,6,BMW,Automatic,24298,Red,Black,25,-1,Rear-Wheel Drive,-1,14,3749
427,30996,6,Mercedes-Benz,Automatic,17219,Black,Black,25,I4,Rear-Wheel Drive,Gasoline,16,3951
428,31697,5,Honda,Automatic,16202,Silver,Black,22,V6,Front-Wheel Drive,Gasoline,10,3459
429,63998,5,GMC,Automatic,23373,Gray,Black,25,V8,Four-Wheel Drive,Biodiesel,8,1743
430,31596,6,BMW,Automatic,22993,Silver,Black,25,I4,All-Wheel Drive,Gasoline,5,2565
431,19980,9,Jeep,Automatic,80600,Gray,Black,20,V6,Front-Wheel Drive,Gasoline,10,1639
432,21996,6,BMW,Automatic,25559,White,-1,27,I4,Front-Wheel Drive,Gasoline,4,2378
433,30399,6,BMW,Automatic,23224,Black,Black,25,I4,All-Wheel Drive,Gasoline,6,2411
434,15994,7,Toyota,Automatic,33738,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,4,1849
435,24999,13,BMW,Manual,121277,Silver,-1,16,V8,Rear-Wheel Drive,Gasoline,1,499
436,24995,4,Ford,Automatic,27458,Black,Black,26,I4,All-Wheel Drive,Gasoline,6,2363
437,23600,6,Toyota,Automatic,25140,White,-1,32,I4,Front-Wheel Drive,Gasoline,5,2857
438,19999,8,Mazda,Automatic,11922,Gray,Black,29,I4,Front-Wheel Drive,Gasoline,8,1690
439,25950,7,Lexus,Automatic,68640,Silver,Black,22,V6,Rear-Wheel Drive,Gasoline,6,3869
440,27231,5,Subaru,Automatic,44949,Silver,Black,23,H4,All-Wheel Drive,Gasoline,9,2267
441,49626,4,Cadillac,Automatic,4705,Silver,Black,20,V6,Four-Wheel Drive,Gasoline,3,2083
442,16797,4,Mitsubishi,-1,30561,Silver,Black,25,I4,All-Wheel Drive,Gasoline,3,2297
443,9900,9,Nissan,Automatic,66025,Gray,Black,31,I4,Front-Wheel Drive,Gasoline,3,1055
444,24052,7,Mercedes-Benz,Automatic,51241,White,-1,24,I4,Rear-Wheel Drive,Gasoline,5,2222
445,33285,4,BMW,Automatic,13310,Black,-1,30,I4,Rear-Wheel Drive,Gasoline,9,1998
446,22975,6,Audi,Automatic,11350,Black,Black,31,I4,Front-Wheel Drive,Gasoline,6,4050
447,27995,8,Ford,Automatic,47570,Gray,-1,25,V6,-1,Gasoline,3,1037
448,42888,6,Porsche,Automatic,16994,Gray,Black,25,I4,All-Wheel Drive,Gasoline,2,2627
449,25650,5,Honda,Automatic,19087,Black,Black,26,I4,Front-Wheel Drive,Gasoline,8,2704
450,101980,4,Chevrolet,Automatic,700,White,Black,20,V8,Rear-Wheel Drive,Gasoline,14,6787
451,17988,9,Jeep,Automatic,91125,White,Black,25,-1,Front-Wheel Drive,-1,18,11464
452,49998,6,Mercedes-Benz,Automatic,51843,Silver,Black,23,V6,Rear-Wheel Drive,Gasoline,13,3107
453,41994,6,Land,Automatic,33262,Black,Black,27,I4,All-Wheel Drive,Diesel,10,1460
454,13920,9,Acura,Automatic,83805,White,Gray,28,I4,Front-Wheel Drive,Gasoline,7,1807
455,6900,10,Nissan,Automatic,93372,Black,Black,34,I4,Front-Wheel Drive,Gasoline,4,1047
456,32997,7,Honda,Automatic,24298,White,-1,22,V6,All-Wheel Drive,Gasoline,11,4250
457,24299,6,Mercedes-Benz,Automatic,25609,Black,Black,28,I4,Front-Wheel Drive,Gasoline,12,2981
458,14000,7,Ford,Automatic,30253,White,-1,27,I4,Front-Wheel Drive,Gasoline,2,5376
459,21897,4,Ford,Automatic,41926,Silver,-1,24,I4,Front-Wheel Drive,Gasoline,3,331
460,69998,4,Mercedes-Benz,Automatic,3933,Gray,Black,23,V6,Rear-Wheel Drive,Gasoline,7,1702
461,33998,5,Lexus,Automatic,39057,Black,-1,23,V6,Front-Wheel Drive,Gasoline,6,1706
462,9999,6,Nissan,Automatic,70491,Silver,Black,25,-1,Front-Wheel Drive,-1,3,2876
463,37998,6,Ford,Automatic,31392,Silver,-1,18,V6,All-Wheel Drive,Gasoline,11,2015
464,53999,4,Mercedes-Benz,Automatic,3656,Silver,Black,22,I4,All-Wheel Drive,Gasoline,8,2901
465,50371,6,Land,Automatic,26839,Silver,-1,20,V6,All-Wheel Drive,Gasoline,8,2188
466,24696,6,BMW,Automatic,35452,Blue,Black,27,I4,Front-Wheel Drive,Gasoline,10,4014
467,30994,6,Jeep,Automatic,26951,Gray,Black,17,V6,Four-Wheel Drive,Gasoline,3,2996
468,14860,11,Toyota,Automatic,107119,Black,Gray,25,V6,-1,Gasoline,2,2002
469,30996,6,BMW,Automatic,27869,Black,Black,25,I4,All-Wheel Drive,Gasoline,8,2938
470,52990,5,Jeep,Automatic,12077,-1,Black,20,V6,Four-Wheel Drive,Gasoline,13,4128
471,22488,5,Dodge,Automatic,26012,Gray,Black,23,V6,Rear-Wheel Drive,Gasoline,6,2490
472,15190,9,Nissan,-1,71189,White,Black,24,V6,Front-Wheel Drive,Gasoline,4,532
473,33390,5,RAM,Automatic,28071,White,-1,25,V8,-1,Gasoline,4,2824
474,18993,6,Toyota,Automatic,45128,Gray,-1,32,I4,Front-Wheel Drive,Gasoline,4,1806
475,27888,7,Toyota,Automatic,50242,White,Gray,21,V6,Front-Wheel Drive,Gasoline,8,2068
476,20999,6,Dodge,Automatic,34943,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,9,3220
477,6250,12,Nissan,-1,98878,Gray,Gray,25,I4,Front-Wheel Drive,Gasoline,1,354
478,36798,6,Lexus,Automatic,40630,Black,Red,23,V6,Rear-Wheel Drive,Gasoline,6,1632
479,65996,6,BMW,Automatic,20330,Black,Black,16,V8,All-Wheel Drive,Gasoline,10,3269
480,6400,13,Hyundai,Automatic,109456,Blue,Gray,27,I4,Front-Wheel Drive,Gasoline,5,975
481,18975,6,Toyota,-1,22112,Gray,-1,54,I4,Front-Wheel Drive,Gasoline,6,3023
482,17100,8,Honda,-1,69802,Red,Gray,29,I4,Front-Wheel Drive,Gasoline,5,1995
483,44491,5,Volvo,Automatic,39936,Black,-1,22,I4,All-Wheel Drive,Gasoline,12,3384
484,39995,8,Land,Automatic,41471,Black,-1,19,V6,All-Wheel Drive,Gasoline,14,3359
485,16998,6,Honda,Automatic,88638,-1,Black,32,I4,Front-Wheel Drive,Gasoline,1,1140
486,18999,4,Subaru,-1,19380,Black,-1,31,H4,All-Wheel Drive,Gasoline,7,3855
487,8550,10,Chevrolet,Automatic,82157,Gray,Black,37,I4,Front-Wheel Drive,Gasoline,3,4043
488,9995,12,Toyota,Automatic,98122,Blue,Black,29,I4,Front-Wheel Drive,Gasoline,2,1478
489,26499,6,Mercedes-Benz,Automatic,32010,White,-1,28,I4,Rear-Wheel Drive,Gasoline,15,2531
490,16197,4,Mitsubishi,Automatic,25866,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,3,362
491,35900,5,BMW,Automatic,14477,Black,Black,72,I4,Rear-Wheel Drive,Gasoline,19,2354
492,37999,6,BMW,Automatic,30030,Gray,Black,21,I6,All-Wheel Drive,Gasoline,11,2990
493,41777,3,BMW,Automatic,7343,Blue,Black,30,I4,Rear-Wheel Drive,Gasoline,8,2060
494,14999,7,Toyota,Automatic,66258,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,3,1896
495,19488,4,Toyota,-1,20448,-1,Black,32,I4,Front-Wheel Drive,Gasoline,10,4283
496,26991,7,Lexus,Automatic,73581,-1,Black,25,V6,-1,Gasoline,2,2693
497,27499,6,Mercedes-Benz,Automatic,19751,White,Black,28,I4,Rear-Wheel Drive,Gasoline,15,2525
498,39995,3,Cadillac,Automatic,2675,White,Black,25,I4,Front-Wheel Drive,Gasoline,7,2510
499,10980,7,Hyundai,Automatic,78353,Red,Gray,25,I4,Front-Wheel Drive,Gasoline,11,1236
500,23450,6,Toyota,Automatic,21935,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,9,3262
501,27500,7,Lexus,Automatic,17915,Gray,Black,25,I4,-1,Gasoline,10,3459
502,29488,6,Jeep,Automatic,34968,White,Black,17,V6,Four-Wheel Drive,Gasoline,3,2955
503,15950,9,BMW,Automatic,46655,White,Black,28,I4,Rear-Wheel Drive,Gasoline,9,3635
504,31950,8,Porsche,Automatic,65266,Silver,Black,19,V6,All-Wheel Drive,Gasoline,10,3332
505,27999,5,Toyota,Automatic,34379,Silver,Black,23,V6,All-Wheel Drive,Gasoline,5,3144
506,30300,5,Toyota,Automatic,21199,Red,Black,28,I4,All-Wheel Drive,Gasoline,4,2872
507,18000,6,Volkswagen,Automatic,42985,White,Black,24,I4,Front-Wheel Drive,Gasoline,4,1620
508,19500,6,Mazda,Automatic,49087,Red,Black,27,I4,Front-Wheel Drive,Gasoline,9,3294
509,7200,13,Toyota,Automatic,121364,Gray,Gray,24,V6,Front-Wheel Drive,Gasoline,4,3041
510,15990,10,Audi,Automatic,84789,Black,Black,26,I4,All-Wheel Drive,Hybrid,8,2677
511,60297,4,GMC,Automatic,34950,White,Black,16,V8,Four-Wheel Drive,Gasoline,3,361
512,22499,9,BMW,Automatic,64990,-1,-1,22,I6,All-Wheel Drive,Gasoline,8,1512
513,37499,5,Lexus,Automatic,5191,-1,Black,26,V6,Front-Wheel Drive,Gasoline,10,2410
514,22991,9,GMC,Automatic,68110,Black,Black,21,V6,Front-Wheel Drive,Gasoline,6,4467
515,36895,7,GMC,Automatic,76657,Silver,Black,25,V8,Four-Wheel Drive,Gasoline,9,5534
516,21380,4,Hyundai,Automatic,26033,-1,Gray,23,I4,All-Wheel Drive,Gasoline,6,2373
517,31998,4,Mazda,Automatic,34016,Silver,Black,22,I4,All-Wheel Drive,Gasoline,14,4135
518,22486,6,BMW,Automatic,28453,White,Black,28,I4,Rear-Wheel Drive,Gasoline,5,991
519,11398,8,Kia,Automatic,135479,Gray,-1,24,I4,Front-Wheel Drive,Gasoline,8,949
520,17991,5,Honda,Automatic,34561,Blue,-1,33,I4,Front-Wheel Drive,Gasoline,2,4717
521,33991,6,BMW,Automatic,29189,-1,Black,25,I6,Rear-Wheel Drive,Gasoline,6,2434
522,29800,16,Porsche,Automatic,16975,Silver,Black,22,H6,Rear-Wheel Drive,Gasoline,2,2076
523,39995,3,Cadillac,Automatic,3064,White,Black,25,I4,Front-Wheel Drive,Gasoline,7,2510
524,9695,13,Honda,Automatic,126829,Black,Black,25,V6,Front-Wheel Drive,Gasoline,4,1565
525,21799,4,Hyundai,Automatic,27860,Red,Black,23,I4,All-Wheel Drive,Gasoline,6,2417
526,56195,6,Mercedes-Benz,Automatic,33142,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,8,2535
